energy/keV,photon flux/(phs/s/keV/cm2)
32.8650,0.6067995901417875
32.8750,0.6061876422291970
32.8850,0.6055767530942509
32.8950,0.6049664551175417
32.9050,0.6043572122289226
32.9150,0.6037485604610611
32.9250,0.6031409558865616
32.9350,0.6025341714228816
32.9450,0.6019279744021968
32.9550,0.6013228192938346
32.9650,0.6007182494101944
32.9750,0.6001147224343470
32.9850,0.5995117781059185
32.9950,0.5989098689530487
33.0050,0.5983087695088583
33.0150,0.5977082474244212
33.0250,0.5971085307753893
33.0350,0.5965098465219545
33.0450,0.5959119620168091
33.0550,0.5953146544068487
33.0650,0.5947183719276022
33.0750,0.5941228850818981
33.0850,0.5935279717166099
33.0950,0.5929338539546307
33.1050,0.5923407523275895
33.1150,0.5917484446894326
33.1250,0.5911567021747065
33.1350,0.5905657514333807
33.1450,0.5899760333591468
33.1550,0.5893866575548479
33.1650,0.5887980673300076
33.1750,0.5882104817603280
33.1850,0.5876236803165590
33.1950,0.5870374364093494
33.2050,0.5864519727270060
33.2150,0.5858677334943455
33.2250,0.5852838253119226
33.2350,0.5847006950583545
33.2450,0.5841185578088699
33.2550,0.5835371951171550
33.2650,0.5829563824640187
33.2750,0.5823763422039649
33.2850,0.5817972884718147
33.2950,0.5812190038442758
33.3050,0.5806412667735731
33.3150,0.5800645113714806
33.3250,0.5794885211299201
33.3350,0.5789130735164487
33.3450,0.5783383888625101
33.3550,0.5777646794756965
33.3650,0.5771917297971345
33.3750,0.5766193186642445
33.3850,0.5760476652359416
33.3950,0.5754771966801856
33.4050,0.5749070506081817
33.4150,0.5743376565809579
33.4250,0.5737692267503817
33.4350,0.5732015474611027
33.4450,0.5726343996250577
33.4550,0.5720680001674959
33.4650,0.5715027727150878
33.4750,0.5709378625019773
33.4850,0.5703736951750399
33.4950,0.5698104812848861
33.5050,0.5692480088135163
33.5150,0.5686860607258282
33.5250,0.5681248519179228
33.5350,0.5675645904545712
33.5450,0.5670050651739507
33.5550,0.5664460618458564
33.5650,0.5658880011978449
33.5750,0.5653306729500631
33.5850,0.5647738622824324
33.5950,0.5642177820216956
33.6050,0.5636626383585198
33.6150,0.5631082221626713
33.6250,0.5625543195735513
33.6350,0.5620011424716510
33.6450,0.5614491050288644
33.6550,0.5608973717621634
33.6650,0.5603463587870032
33.6750,0.5597962719682472
33.6850,0.5592469024750950
33.6950,0.5586980426625541
33.7050,0.5581498982794896
33.7150,0.5576028827327916
33.7250,0.5570561637071498
33.7350,0.5565101564860059
33.7450,0.5559650676675454
33.7550,0.5554206877218749
33.7650,0.5548768081099449
33.7750,0.5543336354971891
33.7850,0.5537913753819574
33.7950,0.5532498181312693
33.8050,0.5527087612688164
33.8150,0.5521686087573932
33.8250,0.5516291579866779
33.8350,0.5510902010921991
33.8450,0.5505519428647158
33.8550,0.5500145870003899
33.8650,0.5494779268630197
33.8750,0.5489417569115063
33.8850,0.5484062821924878
33.8950,0.5478719054420396
33.9050,0.5473378133335530
33.9150,0.5468044117176484
33.9250,0.5462719023856202
33.9350,0.5457400806390911
33.9450,0.5452087428024318
33.9550,0.5446780919867662
33.9650,0.5441485274936465
33.9750,0.5436192431867756
33.9850,0.5430906423627578
33.9950,0.5425629216883274
34.0050,0.5420358817749257
34.0150,0.5415093195399479
34.0250,0.5409834363005254
34.0350,0.5404584276631921
34.0450,0.5399340951345964
34.0550,0.5394102368877408
34.0650,0.5388872513524869
34.0750,0.5383649374331451
34.0850,0.5378430952791716
34.0950,0.5373219229660422
34.1050,0.5368016178501991
34.1150,0.5362819799951277
34.1250,0.5357628103060283
34.1350,0.5352443061755798
34.1450,0.5347268611434085
34.1550,0.5342096841352488
34.1650,0.5336931693409799
34.1750,0.5331775121882830
34.1850,0.5326625145784541
34.1950,0.5321479792437700
34.2050,0.5316341017702899
34.2150,0.5311212711761291
34.2250,0.5306087064517382
34.2350,0.5300967953350513
34.2450,0.5295857325351179
34.2550,0.5290753216193833
34.2650,0.5285653672201274
34.2750,0.5280560630129940
34.2850,0.5275476018596595
34.2950,0.5270397882756621
34.3050,0.5265324288437450
34.3150,0.5260259066163604
34.3250,0.5255200288251922
34.3350,0.5250146036035156
34.3450,0.5245098201985650
34.3550,0.5240058706901968
34.3650,0.5235025613837024
34.3750,0.5229996996022730
34.3850,0.5224974763922329
34.3950,0.5219962730274190
34.4050,0.5214953233328621
34.4150,0.5209950099471232
34.4250,0.5204955197248257
34.4350,0.5199966632789373
34.4450,0.5194982486549660
34.4550,0.5190004661962804
34.4650,0.5185036913176914
34.4750,0.5180071670983027
34.4850,0.5175112719014513
34.4950,0.5170161941576644
34.5050,0.5165218306608681
34.5150,0.5160279040834421
34.5250,0.5155346006610789
34.5350,0.5150421055158226
34.5450,0.5145502310390225
34.5550,0.5140587911943963
34.5650,0.5135681552189147
34.5750,0.5130781376424570
34.5850,0.5125885501017615
34.5950,0.5120995794479215
34.6050,0.5116114085559850
34.6150,0.5111238513289954
34.6250,0.5106367226213152
34.6350,0.5101502053131042
34.6450,0.5096646695996978
34.6550,0.5091793731980776
34.6650,0.5086946867641277
34.6750,0.5082107916457363
34.6850,0.5077275033318640
34.6950,0.5072446382224409
34.7050,0.5067623784648582
34.7150,0.5062810880605171
34.7250,0.5058000355648775
34.7350,0.5053195847627427
34.7450,0.5048399183639684
34.7550,0.5043608519595003
34.7650,0.5038822022249179
34.7750,0.5034041517222574
34.7850,0.5029268795207676
34.7950,0.5024502041954664
34.8050,0.5019739426198948
34.8150,0.5014984571042609
34.8250,0.5010235649745369
34.8350,0.5005490844178831
34.8450,0.5000751964719791
34.8550,0.4996020785689618
34.8650,0.4991295503370112
34.8750,0.4986574321378663
34.8850,0.4981859014390709
34.8950,0.4977153169661867
34.9050,0.4972449593921690
34.9150,0.4967751878247801
34.9250,0.4963061783197825
34.9350,0.4958377518779679
34.9450,0.4953697304687776
34.9550,0.4949022901221969
34.9650,0.4944357864823616
34.9750,0.4939695063309709
34.9850,0.4935038056896734
34.9950,0.4930388591622685
35.0050,0.4925744893195955
35.0150,0.4921105195391137
35.0250,0.4916471244904470
35.0350,0.4911844802116346
35.0450,0.4907224089847911
35.0550,0.4902607344739941
35.0650,0.4897998062509404
35.0750,0.4893394489138871
35.0850,0.4888794857043512
35.0950,0.4884200920405942
35.1050,0.4879614401807115
35.1150,0.4875033550972807
35.1250,0.4870456625246495
35.1350,0.4865885348171882
35.1450,0.4861323196605628
35.1550,0.4856763196947771
35.1650,0.4852208829712260
35.1750,0.4847661804281498
35.1850,0.4843120389945770
35.1950,0.4838582842592374
35.2050,0.4834050893191414
35.2150,0.4829527966912543
35.2250,0.4825007166233108
35.2350,0.4820491936588507
35.2450,0.4815983973246905
35.2550,0.4811481559558350
35.2650,0.4806982966603759
35.2750,0.4802489910474442
35.2850,0.4798004077415537
35.2950,0.4793523754136285
35.3050,0.4789047241305326
35.3150,0.4784577914495258
35.3250,0.4780114077071784
35.3350,0.4775654015307932
35.3450,0.4771199429804177
35.3550,0.4766751993234804
35.3650,0.4762310006889395
35.3750,0.4757871780124531
35.3850,0.4753438986269375
35.3950,0.4749014996204239
35.4050,0.4744593047700095
35.4150,0.4740176511470268
35.4250,0.4735767060364754
35.4350,0.4731363000323034
35.4450,0.4726962646029895
35.4550,0.4722567674961930
35.4650,0.4718181407085549
35.4750,0.4713797164463218
35.4850,0.4709418275407325
35.4950,0.4705046390020550
35.5050,0.4700679837992351
35.5150,0.4696316956909056
35.5250,0.4691959396151941
35.5350,0.4687608798325039
35.5450,0.4683263505182084
35.5550,0.4678921853644904
35.5650,0.4674587134165591
35.5750,0.4670257690868040
35.5850,0.4665931874772805
35.5950,0.4661611322283823
35.6050,0.4657297661888352
35.6150,0.4652989244954206
35.6250,0.4648684430920869
35.6350,0.4644384843886482
35.6450,0.4640093753921704
35.6550,0.4635804601606645
35.6650,0.4631520656388790
35.6750,0.4627243541642501
35.6850,0.4622971609953679
35.6950,0.4618703239009618
35.7050,0.4614440039239163
35.7150,0.4610185252984436
35.7250,0.4605932376452404
35.7350,0.4601684655293359
35.7450,0.4597443687436694
35.7550,0.4593207855418302
35.7650,0.4588975534404732
35.7750,0.4584748337338443
35.7850,0.4580527854633681
35.7950,0.4576312476164296
35.8050,0.4572100585305706
35.8150,0.4567895386953488
35.8250,0.4563695266103312
35.8350,0.4559498615274276
35.8450,0.4555307033713795
35.8550,0.4551122098984244
35.8650,0.4546942210672336
35.8750,0.4542765776759685
35.8850,0.4538594374084266
35.8950,0.4534431171409690
35.9050,0.4530269815658986
35.9150,0.4526113471925615
35.9250,0.4521963708112108
35.9350,0.4517818937350939
35.9450,0.4513677580479976
35.9550,0.4509541205287929
35.9650,0.4505412947074949
35.9750,0.4501286505789052
35.9850,0.4497165023410206
35.9950,0.4493050061982608
36.0050,0.4488940037351977
36.0150,0.4484833386895216
36.0250,0.4480731665819725
36.0350,0.4476636421292108
36.0450,0.4472546087366272
36.0550,0.4468459108583166
36.0650,0.4464378575575059
36.0750,0.4460302933960107
36.0850,0.4456230621171416
36.0950,0.4452163185621128
36.1050,0.4448102168520366
36.1150,0.4444046007187135
36.1250,0.4439993158975824
36.1350,0.4435945158565490
36.1450,0.4431905071995591
36.1550,0.4427866742019136
36.1650,0.4423833238201069
36.1750,0.4419806082635550
36.1850,0.4415783738230202
36.1950,0.4411764662339387
36.2050,0.4407750386872371
36.2150,0.4403743949017204
36.2250,0.4399739242493679
36.2350,0.4395739311491775
36.2450,0.4391745666145656
36.2550,0.4387756781146723
36.2650,0.4383771127621549
36.2750,0.4379790221011818
36.2850,0.4375815570054657
36.2950,0.4371845648204725
36.3050,0.4367878939365878
36.3150,0.4363918453766444
36.3250,0.4359962679049993
36.3350,0.4356010098763707
36.3450,0.4352062216057870
36.3550,0.4348120526763324
36.3650,0.4344183517595135
36.3750,0.4340249681825302
36.3850,0.4336320518376048
36.3950,0.4332399001372864
36.4050,0.4328479152462597
36.4150,0.4324563952449005
36.4250,0.4320654879569056
36.4350,0.4316750440622037
36.4450,0.4312849139037874
36.4550,0.4308952458512543
36.4650,0.4305063359434012
36.4750,0.4301175896931402
36.4850,0.4297293035055748
36.4950,0.4293416245268434
36.5050,0.4289544036222029
36.5150,0.4285674933830777
36.5250,0.4281810404930954
36.5350,0.4277951908763876
36.5450,0.4274097971354756
36.5550,0.4270247117845610
36.5650,0.4266402271900493
36.5750,0.4262561964373365
36.5850,0.4258724723371652
36.5950,0.4254892010834637
36.6050,0.4251065272238444
36.6150,0.4247243045120718
36.6250,0.4243423864767620
36.6350,0.4239609186008994
36.6450,0.4235801900121495
36.6550,0.4231996194278979
36.6650,0.4228194970205897
36.6750,0.4224399661719137
36.6850,0.4220608818281137
36.6950,0.4216820987186835
36.7050,0.4213037611377201
36.7150,0.4209261558487166
36.7250,0.4205487063467814
36.7350,0.4201717003985483
36.7450,0.4197952802468964
36.7550,0.4194193020031808
36.7650,0.4190436216163205
36.7750,0.4186683821651656
36.7850,0.4182937252525449
36.7950,0.4179195076709713
36.8050,0.4175455860008394
36.8150,0.4171722448579027
36.8250,0.4167993406740177
36.8350,0.4164267314154111
36.8450,0.4160545583768083
36.8550,0.4156829622086041
36.8650,0.4153118008649925
36.8750,0.4149409321424910
36.8850,0.4145704972982205
36.8950,0.4142007771513882
36.9050,0.4138312072131964
36.9150,0.4134620690452352
36.9250,0.4130935025631990
36.9350,0.4127253660767723
36.9450,0.4123575193126678
36.9550,0.4119901018001772
36.9650,0.4116233923065715
36.9750,0.4112568309151984
36.9850,0.4108906968879611
36.9950,0.4105251290199620
37.0050,0.4101599867668998
37.0150,0.4097951310026270
37.0250,0.4094307001205211
37.0350,0.4090668318940476
37.0450,0.4087033870015752
37.0550,0.4083402269324473
37.0650,0.4079776270153149
37.0750,0.4076154485814404
37.0850,0.4072535534265524
37.0950,0.4068920788498789
37.1050,0.4065311615142075
37.1150,0.4061706633940564
37.1250,0.4058104464053067
37.1350,0.4054506477180086
37.1450,0.4050915402038248
37.1550,0.4047325754873823
37.1650,0.4043740271176494
37.1750,0.4040160309633002
37.1850,0.4036584496115291
37.1950,0.4033011462644548
37.2050,0.4029442568396267
37.2150,0.4025880524808278
37.2250,0.4022319887737241
37.2350,0.4018763373529040
37.2450,0.4015212325322505
37.2550,0.4011665385012564
37.2650,0.4008121194011328
37.2750,0.4004581101980859
37.2850,0.4001046446039179
37.2950,0.3997515874274271
37.3050,0.3993988035936553
37.3150,0.3990465611475254
37.3250,0.3986947253351216
37.3350,0.3983431614244672
37.3450,0.3979920032883895
37.3550,0.3976413835819910
37.3650,0.3972911681797288
37.3750,0.3969412229515898
37.3850,0.3965916811514628
37.3950,0.3962428079452983
37.4050,0.3958940705374853
37.4150,0.3955457348289110
37.4250,0.3951979324361649
37.4350,0.3948505302885968
37.4450,0.3945033953355858
37.4550,0.3941566597733706
37.4650,0.3938105864975668
37.4750,0.3934646474098081
37.4850,0.3931191058626077
37.4950,0.3927740925590535
37.5050,0.3924294754842059
37.5150,0.3920851226830038
37.5250,0.3917411651402189
37.5350,0.3913977332456288
37.5450,0.3910546951845192
37.5550,0.3907119197257633
37.5650,0.3903696677773148
37.5750,0.3900278079683754
37.5850,0.3896862095244862
37.5950,0.3893450025424604
37.6050,0.3890043159570541
37.6150,0.3886640194205842
37.6250,0.3883239826016047
37.6350,0.3879843350029628
37.6450,0.3876453343151768
37.6550,0.3873064628082436
37.6650,0.3869679788434818
37.6750,0.3866300103805480
37.6850,0.3862924280624808
37.6950,0.3859551026420566
37.7050,0.3856181625782334
37.7150,0.3852818635018772
37.7250,0.3849456918126562
37.7350,0.3846099038207889
37.7450,0.3842746264635368
37.7550,0.3839397314332098
37.7650,0.3836050904917384
37.7750,0.3832708310756493
37.7850,0.3829370795505908
37.7950,0.3826037080555199
37.8050,0.3822705894259917
37.8150,0.3819379765143419
37.8250,0.3816057421399170
37.8350,0.3812737590905225
37.8450,0.3809421537901349
37.8550,0.3806110516051248
37.8650,0.3802803258148739
37.8750,0.3799498497938751
37.8850,0.3796197493771507
37.8950,0.3792902750716334
37.9050,0.3789609236522384
37.9150,0.3786319462444594
37.9250,0.3783034672518294
37.9350,0.3779753608207047
37.9450,0.3776475016644270
37.9550,0.3773200141967981
37.9650,0.3769931473707197
37.9750,0.3766664016323628
37.9850,0.3763400262219208
37.9950,0.3760141445629434
38.0050,0.3756886319072472
38.0150,0.3753633636403370
38.0250,0.3750384636085091
38.0350,0.3747140546986698
38.0450,0.3743900127037799
38.0550,0.3740662136963326
38.0650,0.3737429038392722
38.0750,0.3734199592586690
38.0850,0.3730972566251688
38.0950,0.3727749184172989
38.1050,0.3724530669464279
38.1150,0.3721315787024119
38.1250,0.3718103307166025
38.1350,0.3714894453105486
38.1450,0.3711691660316676
38.1550,0.3708490036852018
38.1650,0.3705292023853058
38.1750,0.3702098831132107
38.1850,0.3698909236000067
38.1950,0.3695722017615342
38.2050,0.3692538389520293
38.2150,0.3689360767280404
38.2250,0.3686184300071740
38.2350,0.3683011406197556
38.2450,0.3679843289708968
38.2550,0.3676678734773356
38.2650,0.3673516531095950
38.2750,0.3670357882561625
38.2850,0.3667203984300845
38.2950,0.3664053628640758
38.3050,0.3660905610589960
38.3150,0.3657762323930153
38.3250,0.3654622564137681
38.3350,0.3651485132136287
38.3450,0.3648351218959557
38.3550,0.3645222013813713
38.3650,0.3642096315928007
38.3750,0.3638972929758543
38.3850,0.3635853044573977
38.3950,0.3632739028776032
38.4050,0.3629626125756067
38.4150,0.3626516708228616
38.4250,0.3623411955248936
38.4350,0.3620310675492733
38.4450,0.3617211682849465
38.4550,0.3614116157085827
38.4650,0.3611026448372447
38.4750,0.3607937837057971
38.4850,0.3604852678249505
38.4950,0.3601772139526444
38.5050,0.3598695041098003
38.5150,0.3595620205318989
38.5250,0.3592548802924443
38.5350,0.3589481996344858
38.5450,0.3586418610212070
38.5550,0.3583357474445024
38.5650,0.3580300917058878
38.5750,0.3577247765964118
38.5850,0.3574196853458423
38.5950,0.3571149340377644
38.6050,0.3568106382396712
38.6150,0.3565066811836488
38.6250,0.3562029466312426
38.6350,0.3558996657867612
38.6450,0.3555967222140338
38.6550,0.3552940002639609
38.6650,0.3549916149108905
38.6750,0.3546896808930076
38.6850,0.3543880823534256
38.6950,0.3540867039502435
38.7050,0.3537856603628156
38.7150,0.3534851803661676
38.7250,0.3531848047531183
38.7350,0.3528847625637870
38.7450,0.3525851675856688
38.7550,0.3522859048642554
38.7650,0.3519868599456072
38.7750,0.3516881466213812
38.7850,0.3513898781663166
38.7950,0.3510919401420834
38.8050,0.3507942186692765
38.8150,0.3504969401964514
38.8250,0.3501999908539060
38.8350,0.3499032570175115
38.8450,0.3496068516511805
38.8550,0.3493108869813324
38.8650,0.3490152496343228
38.8750,0.3487198264889036
38.8850,0.3484248424378259
38.8950,0.3481301842484904
38.9050,0.3478357394046473
38.9150,0.3475416198273133
38.9250,0.3472479369434602
38.9350,0.3469545781912775
38.9450,0.3466614315029852
38.9550,0.3463686083000940
38.9650,0.3460763309590963
38.9750,0.3457841531612710
38.9850,0.3454922975281721
38.9950,0.3452008746248091
39.0050,0.3449097728151279
39.0150,0.3446188807194361
39.0250,0.3443283090863219
39.0350,0.3440381679408357
39.0450,0.3437483461384176
39.0550,0.3434587328436050
39.0650,0.3431695483668630
39.0750,0.3428806819285700
39.0850,0.3425920229989339
39.0950,0.3423036814764279
39.1050,0.3420157665558561
39.1150,0.3417281679348921
39.1250,0.3414407755832475
39.1350,0.3411538082831286
39.1450,0.3408671558874237
39.1550,0.3405807089335280
39.1650,0.3402945763192540
39.1750,0.3400088664590896
39.1850,0.3397234698944246
39.1950,0.3394382774360551
39.2050,0.3391533976609699
39.2150,0.3388690469320918
39.2250,0.3385847908535281
39.2350,0.3383008461338880
39.2450,0.3380173204629135
39.2550,0.3377341050668627
39.2650,0.3374510916508054
39.2750,0.3371683879485504
39.2850,0.3368861010419141
39.2950,0.3366041227315874
39.3050,0.3363223452849797
39.3150,0.3360409830732748
39.3250,0.3357599281563154
39.3350,0.3354790732019994
39.3450,0.3351985249883800
39.3550,0.3349183898369060
39.3650,0.3346385604060326
39.3750,0.3343589296541897
39.3850,0.3340797104610190
39.3950,0.3338007956605856
39.4050,0.3335220787402725
39.4150,0.3332436656675353
39.4250,0.3329656619556755
39.4350,0.3326879610826081
39.4450,0.3324104568256791
39.4550,0.3321332547746570
39.4650,0.3318565656251374
39.4750,0.3315799665450216
39.4850,0.3313036684951106
39.4950,0.3310277761479742
39.5050,0.3307521837914150
39.5150,0.3304767860045331
39.5250,0.3302016876280087
39.5350,0.3299269928851533
39.5450,0.3296525965136192
39.5550,0.3293783935590101
39.5650,0.3291045927700454
39.5750,0.3288310890725991
39.5850,0.3285577780061466
39.5950,0.3282847635016572
39.6050,0.3280121490335702
39.6150,0.3277398301394682
39.6250,0.3274677026587341
39.6350,0.3271959737627621
39.6450,0.3269245392142599
39.6550,0.3266532952248968
39.6650,0.3263823450543686
39.6750,0.3261117913667992
39.6850,0.3258415304865266
39.6950,0.3255714590393163
39.7050,0.3253016798363320
39.7150,0.3250323978260482
39.7250,0.3247632016069244
39.7350,0.3244942964614324
39.7450,0.3242257842773451
39.7550,0.3239575621316569
39.7650,0.3236895275342374
39.7750,0.3234217824167477
39.7850,0.3231544282697763
39.7950,0.3228873626442076
39.8050,0.3226204834269183
39.8150,0.3223539936923599
39.8250,0.3220877913249705
39.8350,0.3218217745014132
39.8450,0.3215560444967989
39.8550,0.3212907020031421
39.8650,0.3210256453459994
39.8750,0.3207607731389196
39.8850,0.3204962870442040
39.8950,0.3202320856052100
39.9050,0.3199680678062464
39.9150,0.3197043341201625
39.9250,0.3194409845935214
39.9350,0.3191779181771184
39.9450,0.3189150343826287
39.9550,0.3186524331934958
39.9650,0.3183903141497146
39.9750,0.3181282767925419
39.9850,0.3178665209456969
39.9950,0.3176051458081197
40.0050,0.3173440512161366
40.0150,0.3170831373108781
40.0250,0.3168225033885620
40.0350,0.3165622483196332
40.0450,0.3163022722489126
40.0550,0.3160424758959102
40.0650,0.3157830568728652
40.0750,0.3155239157981937
40.0850,0.3152649535625256
40.0950,0.3150062687463964
40.1050,0.3147479593948513
40.1150,0.3144899265205958
40.1250,0.3142320714340074
40.1350,0.3139745904572981
40.1450,0.3137173848293593
40.1550,0.3134603562111344
40.1650,0.3132036024217542
40.1750,0.3129472208633198
40.1850,0.3126911131985117
40.1950,0.3124351815088983
40.2050,0.3121795232221857
40.2150,0.3119243325684287
40.2250,0.3116692197473287
40.2350,0.3114143792217194
40.2450,0.3111599076132507
40.2550,0.3109057073767380
40.2650,0.3106516813725032
40.2750,0.3103979262286812
40.2850,0.3101445381585600
40.2950,0.3098914200547204
40.3050,0.3096384751156806
40.3150,0.3093858959266508
40.3250,0.3091335856104008
40.3350,0.3088814477009652
40.3450,0.3086295781643374
40.3550,0.3083780725497002
40.3650,0.3081268343937245
40.3750,0.3078757676421984
40.3850,0.3076250634517486
40.3950,0.3073746256656473
40.4050,0.3071243585356371
40.4150,0.3068743573377309
40.4250,0.3066247168441419
40.4350,0.3063753413817993
40.4450,0.3061261355856246
40.4550,0.3058771943240204
40.4650,0.3056287067644952
40.4750,0.3053802932605947
40.4850,0.3051321432526437
40.4950,0.3048843508148836
40.5050,0.3046368209815688
40.5150,0.3043894590931693
40.5250,0.3041423593210509
40.5350,0.3038956153433254
40.5450,0.3036491325947151
40.5550,0.3034028168398526
40.5650,0.3031568555545456
40.5750,0.3029111544509852
40.5850,0.3026656196384662
40.5950,0.3024203445031401
40.6050,0.3021754221229561
40.6150,0.3019307585658468
40.6250,0.3016862602938278
40.6350,0.3014421134648843
40.6450,0.3011982244455548
40.6550,0.3009544999930104
40.6650,0.3007110328930422
40.6750,0.3004679154549409
40.6850,0.3002250545033531
40.6950,0.2999823571674837
40.7050,0.2997399158441479
40.7150,0.2994979147722580
40.7250,0.2992559842140604
40.7350,0.2990143086652426
40.7450,0.2987729797614252
40.7550,0.2985319049888711
40.7650,0.2982909922265252
40.7750,0.2980503331268508
40.7850,0.2978100189611237
40.7950,0.2975699576079364
40.8050,0.2973300573480132
40.8150,0.2970905007273174
40.8250,0.2968511959314282
40.8350,0.2966120515131377
40.8450,0.2963731584573351
40.8550,0.2961346073673880
40.8650,0.2958963067966712
40.8750,0.2956581656809725
40.8850,0.2954203652858354
40.8950,0.2951828144355702
40.9050,0.2949454223153644
40.9150,0.2947082792991936
40.9250,0.2944714753113430
40.9350,0.2942349195748047
40.9450,0.2939985216920124
40.9550,0.2937623716064316
40.9650,0.2935266487900220
40.9750,0.2932909931472042
40.9850,0.2930555843226429
